accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,auc,attribute,model,version,seed,fold,best_params
0.9875415282392026,0.9801405556025955,0.9874106266823646,0.9906348863963186,0.9704351460468884,0.9908481017566991,time_of_day,MLP,tuned,7,4,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (128,)}"
0.9485049833887044,0.9164169745829134,0.9474726613895904,0.9344380167990326,0.9009233765506306,0.9756983492974496,time_of_day,MLP,tuned,123,4,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (64,)}"
0.9168744804655029,0.8850475862859764,0.9211985134819946,0.8542317073170731,0.9371500933084511,0.9840816642443735,weather,LogisticRegression,base,42,0,
0.9168744804655029,0.8850475862859764,0.9211985134819946,0.8542317073170731,0.9371500933084511,0.9840816642443735,weather,LogisticRegression,base,7,0,
0.9168744804655029,0.8850475862859764,0.9211985134819946,0.8542317073170731,0.9371500933084511,0.9840816642443735,weather,LogisticRegression,base,123,0,
0.9235245220282626,0.8910197329552169,0.9265919450458103,0.8650126602657924,0.9289458294992303,0.9789389496134365,weather,LogisticRegression,tuned,42,0,{'clf__C': 0.1}
0.9235245220282626,0.8910197329552169,0.9265919450458103,0.8650126602657924,0.9289458294992303,0.9789389496134365,weather,LogisticRegression,tuned,7,0,{'clf__C': 0.1}
0.9168744804655029,0.8850475862859764,0.9211985134819946,0.8542317073170731,0.9371500933084511,0.9840816642443735,weather,LogisticRegression,tuned,123,0,{'clf__C': 1.0}
0.9509559434746467,0.9271182350736499,0.9520300262659707,0.9100555358619875,0.9476612688229376,0.9844901574633862,weather,SVM_RBF,base,42,0,
0.9509559434746467,0.9271182350736499,0.9520300262659707,0.9100555358619875,0.9476612688229376,0.9844901574633862,weather,SVM_RBF,base,7,0,
0.9509559434746467,0.9271182350736499,0.9520300262659707,0.9100555358619875,0.9476612688229376,0.9844772576775225,weather,SVM_RBF,base,123,0,
0.9559434746467166,0.9333907224023176,0.9565556207790644,0.9220111281938648,0.9461455439839699,0.9868508182764166,weather,SVM_RBF,tuned,42,0,"{'clf__C': 10.0, 'clf__gamma': 'scale'}"
0.9559434746467166,0.9333907224023176,0.9565556207790644,0.9220111281938648,0.9461455439839699,0.9868508182764166,weather,SVM_RBF,tuned,7,0,"{'clf__C': 10.0, 'clf__gamma': 'scale'}"
0.9559434746467166,0.9333907224023176,0.9565556207790644,0.9220111281938648,0.9461455439839699,0.9868508182764166,weather,SVM_RBF,tuned,123,0,"{'clf__C': 10.0, 'clf__gamma': 'scale'}"
0.9891936824605154,0.9832657965893855,0.9892185199711486,0.9810638660474629,0.9855070905822962,0.9989895167740216,weather,RandomForest,base,42,0,
0.9875311720698254,0.9807502136198238,0.9875786577732567,0.9771420222587366,0.9844665078559696,0.9989787669524686,weather,RandomForest,base,7,0,
0.9875311720698254,0.980808601830335,0.9875972647547641,0.9758152105276452,0.9860123321952856,0.99876592048572,weather,RandomForest,base,123,0,
0.9808811305070657,0.971094087080251,0.9811467788286506,0.9587085438172633,0.9849416499686106,0.9991572139902477,weather,RandomForest,tuned,42,0,"{'max_depth': 10, 'min_samples_split': 10}"
0.9767248545303409,0.9649635947576451,0.9770960851114016,0.9510540710620583,0.9807943688134777,0.9991185146326571,weather,RandomForest,tuned,7,0,"{'max_depth': 10, 'min_samples_split': 5}"
0.9792186201163757,0.9686720381664679,0.9795359241578485,0.9552099344713212,0.9839010672422838,0.9987917200574471,weather,RandomForest,tuned,123,0,"{'max_depth': 10, 'min_samples_split': 10}"
0.9501246882793017,0.9285550258936066,0.9520173364160193,0.9011129568106313,0.9672366938708817,0.9986369226270844,weather,XGBoost,base,42,0,
0.9501246882793017,0.9285550258936066,0.9520173364160193,0.9011129568106313,0.9672366938708817,0.9986369226270844,weather,XGBoost,base,7,0,
0.9501246882793017,0.9285550258936066,0.9520173364160193,0.9011129568106313,0.9672366938708817,0.9986369226270844,weather,XGBoost,base,123,0,
0.9534497090606816,0.9329660969726881,0.9551130399670751,0.9065433266783873,0.9693178593235352,0.9993679104926858,weather,XGBoost,tuned,42,0,"{'learning_rate': 0.1, 'max_depth': 3}"
0.9534497090606816,0.9329660969726881,0.9551130399670751,0.9065433266783873,0.9693178593235352,0.9993679104926858,weather,XGBoost,tuned,7,0,"{'learning_rate': 0.1, 'max_depth': 3}"
