accuracy,macro_f1,macro_precision,macro_recall,f1_class_0,f1_class_1,fit_time_sec,fold,attribute,subset,model,seed,n_features,f1_class_2
0.9875,0.4968553459119497,0.5,0.49375,0.9937106918238994,0.0,0.2065443992614746,4,time_of_day,all_combined,LogisticRegression,42,6216,
0.9875,0.4968553459119497,0.5,0.49375,0.9937106918238994,0.0,0.20591998100280762,4,time_of_day,all_combined,LogisticRegression,7,6216,
0.9875,0.4968553459119497,0.5,0.49375,0.9937106918238994,0.0,0.19655466079711914,4,time_of_day,all_combined,LogisticRegression,123,6216,
1.0,1.0,1.0,1.0,1.0,0.0,0.32523441314697266,4,time_of_day,all_combined,SVM_RBF,42,6216,
1.0,1.0,1.0,1.0,1.0,0.0,0.3241598606109619,4,time_of_day,all_combined,SVM_RBF,7,6216,
1.0,1.0,1.0,1.0,1.0,0.0,0.33648180961608887,4,time_of_day,all_combined,SVM_RBF,123,6216,
0.9875,0.4968553459119497,0.5,0.49375,0.9937106918238994,0.0,0.6143083572387695,4,time_of_day,all_combined,RandomForest,42,6216,
1.0,1.0,1.0,1.0,1.0,0.0,0.614067792892456,4,time_of_day,all_combined,RandomForest,7,6216,
1.0,1.0,1.0,1.0,1.0,0.0,0.6087327003479004,4,time_of_day,all_combined,RandomForest,123,6216,
1.0,1.0,1.0,1.0,1.0,0.0,5.769238471984863,4,time_of_day,all_combined,XGBoost,42,6216,
1.0,1.0,1.0,1.0,1.0,0.0,5.779230117797852,4,time_of_day,all_combined,XGBoost,7,6216,
1.0,1.0,1.0,1.0,1.0,0.0,5.819011926651001,4,time_of_day,all_combined,XGBoost,123,6216,
0.5875,0.3700787401574803,0.5,0.29375,0.7401574803149606,0.0,1.0121619701385498,4,time_of_day,all_combined,MLP,42,6216,
0.9125,0.477124183006536,0.5,0.45625,0.954248366013072,0.0,1.4373605251312256,4,time_of_day,all_combined,MLP,7,6216,
0.675,0.40298507462686567,0.5,0.3375,0.8059701492537313,0.0,0.9667189121246338,4,time_of_day,all_combined,MLP,123,6216,
0.925,0.4805194805194805,0.5,0.4625,0.961038961038961,0.0,0.2470247745513916,4,weather,hog_only,LogisticRegression,42,6084,
0.925,0.4805194805194805,0.5,0.4625,0.961038961038961,0.0,0.24761462211608887,4,weather,hog_only,LogisticRegression,7,6084,
0.675,0.40298507462686567,0.5,0.3375,0.8059701492537313,0.0,0.25244712829589844,4,weather,hog_only,LogisticRegression,123,6084,
1.0,1.0,1.0,1.0,1.0,0.0,0.32389354705810547,4,weather,hog_only,SVM_RBF,42,6084,
1.0,1.0,1.0,1.0,1.0,0.0,0.3140065670013428,4,weather,hog_only,SVM_RBF,7,6084,
1.0,1.0,1.0,1.0,1.0,0.0,0.3211977481842041,4,weather,hog_only,SVM_RBF,123,6084,
1.0,1.0,1.0,1.0,1.0,0.0,0.6455206871032715,4,weather,hog_only,RandomForest,42,6084,
1.0,1.0,1.0,1.0,1.0,0.0,0.5979244709014893,4,weather,hog_only,RandomForest,7,6084,
1.0,1.0,1.0,1.0,1.0,0.0,0.655604362487793,4,weather,hog_only,RandomForest,123,6084,
0.975,0.4936708860759494,0.5,0.4875,0.9873417721518988,0.0,6.974578857421875,4,weather,hog_only,XGBoost,42,6084,
0.975,0.4936708860759494,0.5,0.4875,0.9873417721518988,0.0,7.2724714279174805,4,weather,hog_only,XGBoost,7,6084,
0.975,0.4936708860759494,0.5,0.4875,0.9873417721518988,0.0,7.158386707305908,4,weather,hog_only,XGBoost,123,6084,
0.2375,0.1919191919191919,0.5,0.11875,0.3838383838383838,0.0,1.030982255935669,4,weather,hog_only,MLP,42,6084,
0.4125,0.2920353982300885,0.5,0.20625,0.584070796460177,0.0,1.1916851997375488,4,weather,hog_only,MLP,7,6084,
0.6375,0.3893129770992366,0.5,0.31875,0.7786259541984732,0.0,0.9719421863555908,4,weather,hog_only,MLP,123,6084,
0.5375,0.34959349593495936,0.5,0.26875,0.6991869918699187,0.0,0.018536806106567383,4,weather,color_only,LogisticRegression,42,96,
0.5375,0.34959349593495936,0.5,0.26875,0.6991869918699187,0.0,0.01903080940246582,4,weather,color_only,LogisticRegression,7,96,
0.5375,0.34959349593495936,0.5,0.26875,0.6991869918699187,0.0,0.0185239315032959,4,weather,color_only,LogisticRegression,123,96,
0.875,0.4666666666666667,0.5,0.4375,0.9333333333333333,0.0,0.013019323348999023,4,weather,color_only,SVM_RBF,42,96,
0.875,0.4666666666666667,0.5,0.4375,0.9333333333333333,0.0,0.013016462326049805,4,weather,color_only,SVM_RBF,7,96,
0.875,0.4666666666666667,0.5,0.4375,0.9333333333333333,0.0,0.012900829315185547,4,weather,color_only,SVM_RBF,123,96,
0.9,0.47368421052631576,0.5,0.45,0.9473684210526315,0.0,0.41164708137512207,4,weather,color_only,RandomForest,42,96,
0.9125,0.477124183006536,0.5,0.45625,0.954248366013072,0.0,0.4261045455932617,4,weather,color_only,RandomForest,7,96,
0.9125,0.477124183006536,0.5,0.45625,0.954248366013072,0.0,0.4003758430480957,4,weather,color_only,RandomForest,123,96,
0.875,0.4666666666666667,0.5,0.4375,0.9333333333333333,0.0,0.10564446449279785,4,weather,color_only,XGBoost,42,96,
0.875,0.4666666666666667,0.5,0.4375,0.9333333333333333,0.0,0.13371992111206055,4,weather,color_only,XGBoost,7,96,
