accuracy,macro_f1,macro_precision,macro_recall,f1_class_0,f1_class_1,fold,attribute,model,version,seed,split,fit_time_sec,predict_time_test_sec,best_params,f1_class_2
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,XGBoost,base,7,train,7.198124170303345,0.003509521484375,{},1.0
0.2222222222222222,0.2433065595716198,0.1847041847041847,0.4215686274509804,0.4166666666666667,0.3132530120481928,0,vehicle_density,XGBoost,base,7,test,7.198124170303345,0.003509521484375,{},0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,XGBoost,base,123,train,6.820863962173462,0.003509044647216797,{},1.0
0.2222222222222222,0.2433065595716198,0.1847041847041847,0.4215686274509804,0.4166666666666667,0.3132530120481928,0,vehicle_density,XGBoost,base,123,test,6.820863962173462,0.003509044647216797,{},0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,MLP,base,42,train,0.832188606262207,0.001501321792602539,{},1.0
0.2962962962962963,0.34723294723294723,0.5399610136452241,0.49978213507625274,0.5714285714285714,0.2702702702702703,0,vehicle_density,MLP,base,42,test,0.832188606262207,0.001501321792602539,{},0.2
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,MLP,base,7,train,0.7653639316558838,0.0015006065368652344,{},1.0
0.2962962962962963,0.3198164961021462,0.5099206349206349,0.4588961510530138,0.42857142857142855,0.3013698630136986,0,vehicle_density,MLP,base,7,test,0.7653639316558838,0.0015006065368652344,{},0.22950819672131148
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,MLP,base,123,train,0.7841286659240723,0.0015037059783935547,{},1.0
0.2839506172839506,0.3219047619047619,0.5277777777777778,0.452723311546841,0.48,0.2857142857142857,0,vehicle_density,MLP,base,123,test,0.7841286659240723,0.0015037059783935547,{},0.2
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,LogisticRegression,tuned,42,train,0.7401375770568848,0.0005011558532714844,"{""C"": 0.1}",1.0
0.24691358024691357,0.30295119873433124,0.5606060606060607,0.47480029048656497,0.5833333333333334,0.2891566265060241,0,vehicle_density,LogisticRegression,tuned,42,test,0.7401375770568848,0.0005011558532714844,"{""C"": 0.1}",0.03636363636363636
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,LogisticRegression,tuned,7,train,0.7385716438293457,0.0010027885437011719,"{""C"": 0.1}",1.0
0.24691358024691357,0.30295119873433124,0.5606060606060607,0.47480029048656497,0.5833333333333334,0.2891566265060241,0,vehicle_density,LogisticRegression,tuned,7,test,0.7385716438293457,0.0010027885437011719,"{""C"": 0.1}",0.03636363636363636
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,LogisticRegression,tuned,123,train,0.6945943832397461,0.001003265380859375,"{""C"": 0.1}",1.0
0.24691358024691357,0.30295119873433124,0.5606060606060607,0.47480029048656497,0.5833333333333334,0.2891566265060241,0,vehicle_density,LogisticRegression,tuned,123,test,0.6945943832397461,0.001003265380859375,"{""C"": 0.1}",0.03636363636363636
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,SVM_RBF,tuned,42,train,0.6308715343475342,0.0395350456237793,"{""C"": 10.0, ""gamma"": ""scale""}",1.0
0.2222222222222222,0.2148448043184885,0.2905982905982906,0.3803921568627451,0.3076923076923077,0.3368421052631579,0,vehicle_density,SVM_RBF,tuned,42,test,0.6308715343475342,0.0395350456237793,"{""C"": 10.0, ""gamma"": ""scale""}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,SVM_RBF,tuned,7,train,0.6089184284210205,0.03803849220275879,"{""C"": 10.0, ""gamma"": ""scale""}",1.0
0.2222222222222222,0.2148448043184885,0.2905982905982906,0.3803921568627451,0.3076923076923077,0.3368421052631579,0,vehicle_density,SVM_RBF,tuned,7,test,0.6089184284210205,0.03803849220275879,"{""C"": 10.0, ""gamma"": ""scale""}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,SVM_RBF,tuned,123,train,0.5788054466247559,0.037023305892944336,"{""C"": 10.0, ""gamma"": ""scale""}",1.0
0.2222222222222222,0.2148448043184885,0.2905982905982906,0.3803921568627451,0.3076923076923077,0.3368421052631579,0,vehicle_density,SVM_RBF,tuned,123,test,0.5788054466247559,0.037023305892944336,"{""C"": 10.0, ""gamma"": ""scale""}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,RandomForest,tuned,42,train,1.1303331851959229,0.030565261840820312,"{""max_depth"": null, ""n_estimators"": 200}",1.0
0.18518518518518517,0.13888888888888887,0.09346126510305615,0.3078431372549019,0.08333333333333333,0.3333333333333333,0,vehicle_density,RandomForest,tuned,42,test,1.1303331851959229,0.030565261840820312,"{""max_depth"": null, ""n_estimators"": 200}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,RandomForest,tuned,7,train,1.3595290184020996,0.03807425498962402,"{""max_depth"": null, ""n_estimators"": 500}",1.0
0.1728395061728395,0.1358695652173913,0.11333333333333333,0.28823529411764703,0.125,0.2826086956521739,0,vehicle_density,RandomForest,tuned,7,test,1.3595290184020996,0.03807425498962402,"{""max_depth"": null, ""n_estimators"": 500}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,RandomForest,tuned,123,train,1.3565845489501953,0.0385434627532959,"{""max_depth"": null, ""n_estimators"": 500}",1.0
0.2222222222222222,0.19564748976513682,0.16731016731016732,0.3803921568627451,0.23529411764705882,0.3516483516483517,0,vehicle_density,RandomForest,tuned,123,test,1.3565845489501953,0.0385434627532959,"{""max_depth"": null, ""n_estimators"": 500}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,XGBoost,tuned,42,train,105.23748326301575,0.003507375717163086,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}",1.0
0.2345679012345679,0.23159303882195448,0.170995670995671,0.42745098039215684,0.3333333333333333,0.3614457831325301,0,vehicle_density,XGBoost,tuned,42,test,105.23748326301575,0.003507375717163086,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,XGBoost,tuned,7,train,112.07608032226562,0.004007577896118164,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}",1.0
0.2222222222222222,0.2154320987654321,0.15250544662309368,0.407843137254902,0.2962962962962963,0.35,0,vehicle_density,XGBoost,tuned,7,test,112.07608032226562,0.004007577896118164,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}",0.0
1.0,1.0,1.0,1.0,1.0,1.0,0,vehicle_density,XGBoost,tuned,123,train,97.79470801353455,0.0035047531127929688,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}",1.0
0.2345679012345679,0.23159303882195448,0.170995670995671,0.42745098039215684,0.3333333333333333,0.3614457831325301,0,vehicle_density,XGBoost,tuned,123,test,97.79470801353455,0.0035047531127929688,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}",0.0
0.9597523219814241,0.9641867162998253,0.9651523444626893,0.964968660968661,0.946058091286307,0.9465020576131687,0,vehicle_density,MLP,tuned,42,train,2.180402994155884,0.0009999275207519531,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128]}",1.0
0.2716049382716049,0.29259259259259257,0.49393939393939396,0.4331154684095861,0.4,0.2777777777777778,0,vehicle_density,MLP,tuned,42,test,2.180402994155884,0.0009999275207519531,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128]}",0.2
0.9628482972136223,0.9661354241884954,0.9654000820405226,0.966905982905983,0.9558232931726908,0.9487179487179487,0,vehicle_density,MLP,tuned,7,train,2.2329165935516357,0.001501321792602539,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128]}",0.9938650306748467
0.2962962962962963,0.2982754876411593,0.4453872053872054,0.4317356572258533,0.3125,0.3283582089552239,0,vehicle_density,MLP,tuned,7,test,2.2329165935516357,0.001501321792602539,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128]}",0.25396825396825395
0.9876160990712074,0.988240940269915,0.987548781608577,0.988968660968661,0.9879518072289156,0.9829059829059829,0,vehicle_density,MLP,tuned,123,train,2.1894149780273438,0.0009996891021728516,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128]}",0.9938650306748467
0.3333333333333333,0.351010101010101,0.5074211502782932,0.49114015976761066,0.4375,0.30303030303030304,0,vehicle_density,MLP,tuned,123,test,2.1894149780273438,0.0009996891021728516,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [128]}",0.3125
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,LogisticRegression,base,42,train,0.053928375244140625,0.0006418228149414062,{},
0.3950617283950617,0.3704996034892942,0.3843329253365973,0.37037037037037035,0.24615384615384617,0.4948453608247423,0,vru_present,LogisticRegression,base,42,test,0.053928375244140625,0.0006418228149414062,{},
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,LogisticRegression,base,7,train,0.05671191215515137,0.0010030269622802734,{},
0.3950617283950617,0.3704996034892942,0.3843329253365973,0.37037037037037035,0.24615384615384617,0.4948453608247423,0,vru_present,LogisticRegression,base,7,test,0.05671191215515137,0.0010030269622802734,{},
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,LogisticRegression,base,123,train,0.05858755111694336,0.0009999275207519531,{},
0.3950617283950617,0.3704996034892942,0.3843329253365973,0.37037037037037035,0.24615384615384617,0.4948453608247423,0,vru_present,LogisticRegression,base,123,test,0.05858755111694336,0.0009999275207519531,{},
0.9535603715170279,0.9515369149670411,0.9593699186991871,0.9462015320224275,0.9416342412451362,0.961439588688946,0,vru_present,SVM_RBF,base,42,train,0.0752863883972168,0.04706382751464844,{},
0.4074074074074074,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.1111111111111111,0.5555555555555556,0,vru_present,SVM_RBF,base,42,test,0.0752863883972168,0.04706382751464844,{},
0.9535603715170279,0.9515369149670411,0.9593699186991871,0.9462015320224275,0.9416342412451362,0.961439588688946,0,vru_present,SVM_RBF,base,7,train,0.07059168815612793,0.04456281661987305,{},
0.4074074074074074,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.1111111111111111,0.5555555555555556,0,vru_present,SVM_RBF,base,7,test,0.07059168815612793,0.04456281661987305,{},
0.9535603715170279,0.9515369149670411,0.9593699186991871,0.9462015320224275,0.9416342412451362,0.961439588688946,0,vru_present,SVM_RBF,base,123,train,0.07259631156921387,0.04404163360595703,{},
0.4074074074074074,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.1111111111111111,0.5555555555555556,0,vru_present,SVM_RBF,base,123,test,0.07259631156921387,0.04404163360595703,{},
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,RandomForest,base,42,train,0.09262204170227051,0.01801276206970215,{},
0.37037037037037035,0.2702702702702703,0.2631578947368421,0.2777777777777778,0.0,0.5405405405405406,0,vru_present,RandomForest,base,42,test,0.09262204170227051,0.01801276206970215,{},
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,RandomForest,base,7,train,0.08759260177612305,0.018016576766967773,{},
0.37037037037037035,0.28492297039986153,0.28286713286713283,0.2870370370370371,0.03773584905660377,0.5321100917431193,0,vru_present,RandomForest,base,7,test,0.08759260177612305,0.018016576766967773,{},
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,RandomForest,base,123,train,0.09116458892822266,0.016541719436645508,{},
0.41975308641975306,0.2956521739130435,0.2786885245901639,0.3148148148148148,0.0,0.591304347826087,0,vru_present,RandomForest,base,123,test,0.09116458892822266,0.016541719436645508,{},
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,XGBoost,base,42,train,2.8779571056365967,0.0034999847412109375,{},
0.4567901234567901,0.3995956873315364,0.401525198938992,0.39814814814814814,0.21428571428571427,0.5849056603773585,0,vru_present,XGBoost,base,42,test,2.8779571056365967,0.0034999847412109375,{},
1.0,1.0,1.0,1.0,1.0,1.0,0,vru_present,XGBoost,base,7,train,2.8458516597747803,0.003004789352416992,{},
0.4567901234567901,0.3995956873315364,0.401525198938992,0.39814814814814814,0.21428571428571427,0.5849056603773585,0,vru_present,XGBoost,base,7,test,2.8458516597747803,0.003004789352416992,{},
